Date,GDP,GDP_Growth
1947-04-01,245.968,1.1531312200819155
1947-07-01,249.585,1.4705164899499135
1947-10-01,259.745,4.070757457379237
1948-01-01,265.742,2.3088028643477365
1948-04-01,272.567,2.568280512677701
1948-07-01,279.196,2.432062575440175
1948-10-01,280.366,0.41906044499202544
1949-01-01,275.034,-1.901799790274139
1949-04-01,271.351,-1.3391071649323294
1949-07-01,272.889,0.5667935625813136
1949-10-01,270.627,-0.8289084572848271
1950-01-01,280.828,3.769394775835355
1950-04-01,290.383,3.402438503283145
1950-07-01,308.153,6.119504240950757
1950-10-01,319.945,3.826670517567554
1951-01-01,336.0,5.018049977339856
1951-04-01,344.09,2.407738095238088
1951-07-01,351.385,2.1200848615188006
1951-10-01,356.178,1.3640309062709077
1952-01-01,359.82,1.0225224466418492
1952-04-01,361.03,0.3362792507364709
1952-07-01,367.701,1.8477688834723116
1952-10-01,380.812,3.565668845067038
1953-01-01,387.98,1.8822936252008926
1953-04-01,391.749,0.9714418268983005
1953-07-01,391.171,-0.1475434525678554
1953-10-01,385.97,-1.3295975417400463
1954-01-01,385.345,-0.1619296836541717
1954-04-01,386.121,0.20137798596062684
1954-07-01,390.996,1.262557592050162
1954-10-01,399.734,2.2348054711557097
1955-01-01,413.073,3.3369690844411437
1955-04-01,421.532,2.0478220556657156
1955-07-01,430.221,2.061290720514708
1955-10-01,437.092,1.5970861487468069
1956-01-01,439.746,0.6071948239729785
1956-04-01,446.01,1.4244586647746749
1956-07-01,451.191,1.1616331472388497
1956-10-01,460.463,2.0550055298088843
1957-01-01,469.779,2.0231810156299046
1957-04-01,472.025,0.4780971478077989
1957-07-01,479.49,1.5814840315661272
1957-10-01,474.864,-0.9647750735156224
1958-01-01,467.54,-1.5423363320866468
1958-04-01,471.978,0.9492235958420636
1958-07-01,485.841,2.9372131751903785
1958-10-01,499.555,2.8227341866989386
1959-01-01,510.33,2.156919658496048
1959-04-01,522.653,2.414712049066292
1959-07-01,525.034,0.45556038136200794
1959-10-01,528.6,0.6791941093338805
1960-01-01,542.648,2.6575860764282977
1960-04-01,541.08,-0.2889534283734507
1960-07-01,545.604,0.836105566644485
1960-10-01,540.197,-0.9910117961012044
1961-01-01,545.018,0.8924521979944311
1961-04-01,555.545,1.931495840504338
1961-07-01,567.664,2.1814614477675187
1961-10-01,580.612,2.2809267453986815
1962-01-01,594.013,2.3080818171171247
1962-04-01,600.366,1.0695052128488758
1962-07-01,609.027,1.442620001798911
1962-10-01,612.28,0.5341306707255855
1963-01-01,621.672,1.5339387208466837
1963-04-01,629.752,1.2997207530659027
1963-07-01,644.444,2.3329818722290785
1963-10-01,653.938,1.473207912557184
1964-01-01,669.822,2.428976447308462
1964-04-01,678.674,1.3215451269143141
1964-07-01,692.031,1.9681025057685986
1964-10-01,697.319,0.7641276185604395
1965-01-01,717.79,2.935672195939021
1965-04-01,730.191,1.7276640800234055
1965-07-01,749.323,2.620136375277138
1965-10-01,771.857,3.007247875749175
1966-01-01,795.734,3.093448656940345
1966-04-01,804.981,1.16207174759404
1966-07-01,819.638,1.8207883167428829
1966-10-01,833.302,1.6670774171036573
1967-01-01,844.17,1.3042090382598293
1967-04-01,848.983,0.57014582370849
1967-07-01,865.233,1.914054816174171
1967-10-01,881.439,1.8730214866978123
1968-01-01,909.387,3.1707242361638244
1968-04-01,934.344,2.7443761566857905
1968-07-01,950.825,1.763911364550963
1968-10-01,968.03,1.8094812399757965
1969-01-01,993.337,2.6142784831048704
1969-04-01,1009.02,1.5788196754978445
1969-07-01,1029.956,2.0748845414362282
1969-10-01,1038.147,0.7952766914314902
1970-01-01,1051.2,1.2573363887773192
1970-04-01,1067.375,1.5387176560121674
1970-07-01,1086.059,1.7504625834406706
1970-10-01,1088.608,0.23470179796860613
1971-01-01,1135.156,4.275919339192802
1971-04-01,1156.271,1.8600967620309383
1971-07-01,1177.675,1.8511231363581793
1971-10-01,1190.297,1.0717727726240245
1972-01-01,1230.609,3.3867177687585404
1972-04-01,1266.369,2.9058783090323503
1972-07-01,1290.566,1.9107384972310681
1972-10-01,1328.904,2.9706345897846376
1973-01-01,1377.49,3.6560955494151504
1973-04-01,1413.887,2.6422696353512576
1973-07-01,1433.838,1.4110745766811705
1973-10-01,1476.289,2.960655248361399
1974-01-01,1491.209,1.0106422252011749
1974-04-01,1530.056,2.605067431862329
1974-07-01,1560.026,1.9587518365340895
1974-10-01,1599.679,2.5418166107487927
1975-01-01,1616.116,1.027518645928338
1975-04-01,1651.853,2.2112892886401836
1975-07-01,1709.82,3.5092105653468986
1975-10-01,1761.831,3.0418991472786594
1976-01-01,1820.487,3.3292637034993744
1976-04-01,1852.332,1.7492572042535848
1976-07-01,1886.558,1.8477249218822545
1976-10-01,1934.273,2.529209279545075
1977-01-01,1988.648,2.8111336920900065
1977-04-01,2055.909,3.382247637590985
1977-07-01,2118.473,3.043130800049987
1977-10-01,2164.27,2.161792951810093
1978-01-01,2202.76,1.778428754268191
1978-04-01,2331.633,5.850523888212944
1978-07-01,2395.053,2.719982089805728
1978-10-01,2476.949,3.4193815335193056
1979-01-01,2526.61,2.004926221734893
1979-04-01,2591.247,2.5582499871368958
1979-07-01,2667.565,2.94522289847321
1979-10-01,2723.883,2.111213784856214
1980-01-01,2789.842,2.421506356917691
1980-04-01,2797.352,0.26919087174110956
1980-07-01,2856.483,2.1138204988146114
1980-10-01,2985.557,4.518633578424924
1981-01-01,3124.206,4.643991054265606
1981-04-01,3162.532,1.2267436910370133
1981-07-01,3260.609,3.101217631948061
1981-10-01,3280.818,0.6197921921947902
1982-01-01,3274.302,-0.19860900543705595
1982-04-01,3331.972,1.7612914141700964
1982-07-01,3366.322,1.030921028147902
1982-10-01,3402.561,1.0765161502672704
1983-01-01,3473.413,2.0823138806328467
1983-04-01,3578.848,3.035486997946979
1983-07-01,3689.179,3.0828635359758216
1983-10-01,3794.706,2.8604467281202695
1984-01-01,3908.054,2.9870034727327965
1984-04-01,4009.601,2.598403195042853
1984-07-01,4084.25,1.861756319394381
1984-10-01,4148.551,1.574364938483197
1985-01-01,4230.168,1.967361616140173
1985-04-01,4294.887,1.5299392364558573
1985-07-01,4386.773,2.139427649668102
1985-10-01,4444.094,1.306678052408916
1986-01-01,4507.894,1.4356131981006826
1986-04-01,4545.34,0.8306761427841813
1986-07-01,4607.669,1.3712725560684147
1986-10-01,4657.627,1.0842358685053233
1987-01-01,4722.156,1.38544799744591
1987-04-01,4806.16,1.7789331822159138
1987-07-01,4884.555,1.6311358756262884
1987-10-01,5007.994,2.5271288786798296
1988-01-01,5073.372,1.3054728100712731
1988-04-01,5190.036,2.2995356934204736
1988-07-01,5282.835,1.7880222796142542
1988-10-01,5399.509,2.2085490082503156
1989-01-01,5511.253,2.069521506492533
1989-04-01,5612.463,1.8364244936677654
1989-07-01,5695.365,1.4771055060853078
1989-10-01,5747.237,0.9107756921637122
1990-01-01,5872.701,2.183031602838015
1990-04-01,5960.028,1.4869989124254746
1990-07-01,6015.116,0.9242909597068971
1990-10-01,6004.733,-0.17261512496183906
1991-01-01,6035.178,0.5070167149813232
1991-04-01,6126.862,1.5191598325683175
1991-07-01,6205.937,1.2906280572338558
1991-10-01,6264.54,0.9443054288176045
1992-01-01,6363.102,1.573331800898381
1992-04-01,6470.763,1.6919577903984573
1992-07-01,6566.641,1.4817108894267905
1992-10-01,6680.803,1.7385144094218097
1993-01-01,6729.459,0.72829568541386
1993-04-01,6808.939,1.1810756258415545
1993-07-01,6882.098,1.0744552124787754
1993-10-01,7013.738,1.9127888036468033
1994-01-01,7115.652,1.4530625466762537
1994-04-01,7246.931,1.8449328325780945
1994-07-01,7331.075,1.1610984015164583
1994-10-01,7455.288,1.6943354146561118
1995-01-01,7522.289,0.8987043827146657
1995-04-01,7580.997,0.7804539283188916
1995-07-01,7683.125,1.347157900207585
1995-10-01,7772.586,1.1643829821849971
1996-01-01,7868.468,1.2335920117191312
1996-04-01,8032.84,2.088996231540885
1996-07-01,8131.408,1.2270629067677286
1996-10-01,8259.771,1.57860729654693
1997-01-01,8362.655,1.2456035403402899
1997-04-01,8518.825,1.867469123143306
1997-07-01,8662.823,1.6903504884769882
1997-10-01,8765.907,1.1899585158325232
1998-01-01,8866.48,1.1473199521738087
1998-04-01,8969.699,1.164148568541301
1998-07-01,9121.097,1.6878827260535578
1998-10-01,9293.991,1.8955395387199703
1999-01-01,9411.682,1.2663128251361622
1999-04-01,9526.21,1.2168706932512041
1999-07-01,9686.626,1.683943562025192
1999-10-01,9900.169,2.204513728516
2000-01-01,10002.179,1.0303864509787708
2000-04-01,10247.72,2.4548750827194654
2000-07-01,10318.165,0.6874212019844617
2000-10-01,10435.744,1.1395340159805478
2001-01-01,10470.231,0.33046996936680895
2001-04-01,10599.0,1.2298582524110424
2001-07-01,10598.02,-0.00924615529767081
2001-10-01,10660.465,0.5892138342822539
2002-01-01,10783.5,1.1541241399882551
2002-04-01,10887.46,0.9640654703945817
2002-07-01,10984.04,0.8870755897151472
2002-10-01,11061.433,0.7045950306080462
2003-01-01,11174.129,1.0188191710784666
2003-04-01,11312.766,1.2406962547147904
2003-07-01,11566.669,2.244393634589459
2003-10-01,11772.234,1.777218661656188
2004-01-01,11923.447,1.2844885686098317
2004-04-01,12112.815,1.5881984463050003
2004-07-01,12305.307,1.5891599103924348
2004-10-01,12527.214,1.8033438743137342
2005-01-01,12767.286,1.916403759048113
2005-04-01,12922.656,1.2169383532255829
2005-07-01,13142.642,1.702328066304637
2005-10-01,13324.204,1.3814726141060607
2006-01-01,13599.16,2.0635829352357637
2006-04-01,13753.424,1.1343641813170935
2006-07-01,13870.188,0.848981315489139
2006-10-01,14039.56,1.2211225976172635
2007-01-01,14215.651,1.2542487086489862
2007-04-01,14402.082,1.3114489093746018
2007-07-01,14564.117,1.125080387682842
2007-10-01,14715.058,1.0363896417475926
2008-01-01,14706.538,-0.05789987372118999
2008-04-01,14865.701,1.0822601485135364
2008-07-01,14898.999,0.22399212791917034
2008-10-01,14608.209,-1.9517418586308954
2009-01-01,14430.902,-1.2137490639680837
2009-04-01,14381.236,-0.3441642109412113
2009-07-01,14448.882,0.47037681601218573
2009-10-01,14651.249,1.400572030417302
2010-01-01,14764.61,0.7737292568026133
2010-04-01,14980.193,1.4601333865235766
2010-07-01,15141.607,1.077516157502112
2010-10-01,15309.474,1.108647186523859
2011-01-01,15351.448,0.274170098855131
2011-04-01,15557.539,1.3424857381531652
2011-07-01,15647.68,0.5794039789969396
2011-10-01,15842.259,1.2435006339597932
2012-01-01,16068.805,1.4300107074376234
2012-04-01,16207.115,0.8607360659364405
2012-07-01,16319.541,0.6936829904643727
2012-10-01,16420.419,0.6181423852545942
2013-01-01,16648.189,1.3871144213798425
2013-04-01,16728.687,0.48352406378857626
2013-07-01,16953.838,1.3458976188627236
2013-10-01,17192.019,1.4048795322923358
2014-01-01,17197.738,0.03326543554891259
2014-04-01,17518.508,1.8651871542641363
2014-07-01,17804.228,1.6309608101328976
2014-10-01,17912.079,0.605760609221595
2015-01-01,18063.529,0.8455188255924728
2015-04-01,18279.784,1.1971913129488865
2015-07-01,18401.626,0.6665396046255267
2015-10-01,18435.137,0.1821089071150528
2016-01-01,18525.933,0.49251600354258684
2016-04-01,18711.702,1.002751116502476
2016-07-01,18892.639,0.9669724325451323
2016-10-01,19089.379,1.0413579595735856
2017-01-01,19280.084,0.9990110207356517
2017-04-01,19438.643,0.8223978692209144
2017-07-01,19692.595,1.3064286431928362
2017-10-01,20037.088,1.7493529928381601
2018-01-01,20328.553,1.4546275386922547
2018-04-01,20580.912,1.241401687567234
2018-07-01,20798.73,1.0583496008340187
2018-10-01,20917.867,0.5728090128579888
2019-01-01,21111.6,0.9261603967555487
2019-04-01,21397.938,1.3563064855340201
2019-07-01,21717.171,1.4918867416103376
2019-10-01,21933.217,0.994816497968376
2020-01-01,21727.657,-0.937208618325347
2020-04-01,19935.444,-8.248533194352248
2020-07-01,21684.551,8.77385524997587
2020-10-01,22068.767,1.7718420824115677
2021-01-01,22656.793,2.664516780661108
2021-04-01,23368.861,3.142845503333147
2021-07-01,23921.991,2.3669531861223447
2021-10-01,24777.038,3.5743136932038677
2022-01-01,25215.491,1.7695940894952855
2022-04-01,25805.791,2.3410212396815844
2022-07-01,26272.011,1.806648747949624
2022-10-01,26734.277,1.7595379356380336
2023-01-01,27164.359,1.6087287492382973
2023-04-01,27453.815,1.0655727234351486
2023-07-01,27967.697,1.8718054303199727
2023-10-01,28296.967,1.1773225374974494
2024-01-01,28624.069,1.1559613438429706
2024-04-01,29016.714,1.3717302036967638
2024-07-01,29374.914,1.2344609386162775
2024-10-01,29723.864,1.187918371437613
2025-01-01,29962.047,0.8013191017157029
2025-04-01,30353.902,1.3078378790341016
